Motion/Activity index,EtCO2,PVI,RR,FiO2,SNR,PRV,oximetry
-3.2394628821028637,-23.313933416409323,-10.85333106153928,-13.072430815867701,-6.298328729251658,-5.332139353932758,-4.9453731183444285,
-3.294813010960506,-22.649324221828927,-9.47470345124491,-11.344766909761304,-6.257073921488531,-5.228348189809985,-4.9787836137390755,
-3.31498473657804,-22.776198411651034,-9.224033291160296,-13.005280480143028,-6.380298895324834,-5.018563419895848,-4.9099798896548945,1.0
-3.863174893955621,-24.22784525250793,-8.529236427119995,-10.972090511093224,-6.290307748180821,-5.346955230891136,-4.977134890578743,0.0
-3.682906651225804,-24.05123154146669,-10.07294095248908,-12.353746843780815,-6.611092070312729,-5.195133499886265,-4.97222772300355,1.0
-4.008163030354635,-24.286815517394203,-8.817610500683227,-11.551263489690662,-6.314523750795048,-5.21260241465924,-5.00006953218308,1.0
-3.4597020372385643,-22.250166897700282,-8.803193492189386,-10.67194575479042,-6.1306787712263,-4.967170392006642,-4.937273957960968,1.0
-3.656007131873587,-23.047758911862623,-10.24341187228753,-12.243767521244493,-6.420026638462649,-5.146553770489475,-4.998135571717596,0.0
-3.3111674828733917,-22.503952088207676,-10.13071677471361,-12.340124370011422,-6.363190799263278,-5.093854638483263,-4.906248189127021,1.0
-3.2450583493252716,-22.769921572893903,-10.92160218325875,-12.581719917522618,-6.395657963450519,-5.341456493386509,-4.887466472670166,
-3.6005313156148167,-23.116942185843868,-9.728896022895187,-12.10695614840823,-6.258698278842782,-5.146547835356331,-4.948350835949045,0.0
-2.8938003844630504,-23.978788111335966,-8.717036652164005,-11.751623610551533,-6.42575191602583,-5.082245214874959,-4.7781511118311855,
-3.714957513876718,-23.921986110926163,-8.105191161838194,-10.341365746206147,-6.350492061653323,-5.340594857023009,-4.863017762173325,0.0
-3.0687638013921896,-24.51902900134957,-8.700906312178361,-11.491043039017942,-6.440025242929727,-5.148053615404146,-4.893603470339968,1.0
-2.613560884471393,-23.190049231678238,-8.756217294553458,-11.679435154629932,-6.282488211780205,-5.147996085034446,-4.984048507207455,0.0
-3.254069180926035,-24.339254683762658,-9.005385528685864,-11.475590522288805,-6.51685592154183,-5.141715546721879,-4.8684148233930715,1.0
-3.8084617096958784,-23.914225239617362,-9.971587216957905,-11.831966515112866,-6.394359998514992,-5.216153405590945,-4.961758132391199,1.0
-3.7591587310910004,-23.085797200295602,-10.247293215723023,-12.174502134673755,-6.472771168388308,-5.202728168239306,-5.001940477883061,
-3.780701333047028,-23.428839227696947,-9.556204233366422,-12.658437458063185,-6.173674113560662,-5.206264538531418,-4.897942438391653,1.0
-3.355020493971813,-23.07104880666215,-10.267549887878927,-12.765082236732036,-6.302765042491608,-5.360194307093192,-4.947346187652057,0.0
-2.6512306970177066,-22.968947726946972,-9.31046823752304,-11.473980415925258,-6.305017076600807,-5.297313407155551,-4.992993328703284,0.0
-3.1599435623870993,-24.16898951661378,-9.077322000402702,-11.304256692438925,-6.278587492511888,-4.964090890302399,-4.985491621271469,1.0
-2.8828331917363745,-23.0797669619144,-9.067174947100172,-12.411322397530903,-6.424884483616519,-5.290341526108973,-4.962873036720195,1.0
-3.1822435974544527,-23.23950480361778,-9.262865371297924,-12.417377219631451,-6.377801424035447,-5.06034901355778,-5.018154866440246,0.0
-3.7932555161940957,-23.958342310202227,-10.359924112100723,-11.791432905132655,-6.387243744300986,-5.50541581763937,-4.994393438554826,1.0
-2.7313369914549703,-23.129434770215383,-8.77670750990704,-11.388129842792454,-6.24170160155965,-5.0019005149708935,-4.96355010946037,
-3.423854769809539,-22.660537510578024,-9.813172558245098,-12.895960102632113,-6.128148189063891,-5.174986911384031,-4.97776269127551,1.0
-3.185573840486833,-22.889270946231957,-9.66627873254942,-12.662033046662645,-6.242953461943077,-5.024759806757736,-5.008863949808399,1.0
-2.756573784267432,-22.96444901157498,-9.73463240251365,-11.489097462990733,-6.320874931942238,-5.050711889497296,-5.024898406519444,1.0
-3.7851445868149187,-23.853744614795442,-9.473438681342936,-12.44176797715692,-6.251788487559905,-5.300045006917184,-4.905839095746092,1.0
-3.860696423364586,-24.610887444407467,-8.585853391521521,-11.690462407313834,-6.424227796411268,-5.360426663498052,-5.0788605630239365,1.0
-3.327705322557789,-22.964793234828093,-10.874689254908976,-12.583452772693253,-6.5955190450234165,-5.208624034709889,-4.864730718172817,1.0
-4.073354676841476,-23.936747383708973,-9.266674070986253,-9.705713757001243,-6.365069308492052,-5.6014285791885685,-4.977541918706133,0.0
-2.597486478291835,-24.05767467601342,-9.22198408701739,-11.73387710951659,-6.43904347281542,-4.81357854949958,-4.926053017725089,1.0
-3.0525033659569663,-23.84932858088914,-8.546616889077464,-11.769261412327923,-6.27587509499916,-4.944738111779229,-4.821798131807502,
-2.9479270878348096,-23.706639392974836,-8.984447491090053,-10.840086908009937,-6.245545151758617,-5.024817366966631,-5.0412455145687955,0.0
-3.584670165476967,-23.523114814985753,-9.748188567409604,-12.472654687395124,-6.3802500315973605,-5.443656438530358,-4.983220863568042,0.0
-3.29434828652236,-22.93065864693566,-10.007420536832223,-12.501755584595301,-6.415751691548518,-5.2018965477423995,-4.944587109284338,
-3.4337152293008586,-22.25038568571864,-10.02243023126204,-12.436162786497382,-6.396473374636803,-5.067425833513592,-4.89556725235637,
-3.7190530577788996,-23.900877484877615,-10.199704998465528,-11.802148017818576,-6.378585393563428,-5.139732318006985,-4.964962160714175,0.0
-3.5793883851275874,-23.71876556958125,-9.461597065418164,-12.550551536138705,-6.291380706849793,-5.180356480148247,-4.935561398437369,
-2.6436033580873475,-22.442431282888467,-9.451733523747553,-13.083688728338696,-6.460424715876762,-5.307525740205916,-4.9950383880829765,1.0
-4.101276028529152,-23.89577419242939,-10.086882031552713,-11.920504520119824,-6.43706384187464,-5.33098984755022,-4.967648047541743,0.0
-3.491668977891435,-23.229581011334897,-9.428781972927867,-11.822792961573809,-6.3791791474575135,-5.275581870469102,-4.959635553371002,1.0
-3.080299373155849,-23.129700362195113,-10.551770490137903,-12.307864683907116,-6.51809463510644,-5.013224666311259,-4.914746110191652,1.0
-3.5203274208488895,-22.46840963620757,-10.012428916276287,-11.523360761273825,-6.462418128407365,-5.236078461482134,-4.8559323119928814,1.0
-3.112223958584071,-24.050671500202515,-8.66285868581839,-11.401294447723677,-6.37286169335673,-5.242097803622209,-4.885745993747489,1.0
-3.179144614695925,-22.655265577041078,-10.634534722023098,-12.157657850048944,-6.261553382294847,-5.167820392827585,-4.900411865093108,
-2.971377645000553,-23.646895470115666,-9.01989883238016,-11.063026450238304,-6.454681065242929,-5.231005977622023,-4.902111742281952,0.0
-4.158764579715428,-24.407956845383595,-9.30629798119852,-11.608851251018999,-6.185657120468691,-5.082509119522238,-5.042541532904515,1.0
-3.591536887822806,-23.481598726332887,-9.829539448231772,-12.707043756170625,-6.373115519219868,-5.139959889657064,-4.907258504325886,0.0
-3.471570309567189,-23.4847070577208,-10.435634061126883,-11.845669904752445,-6.3604753997217225,-5.093380037660863,-4.960629094415371,1.0
-3.0438468836484165,-23.16613287722156,-10.225278219289022,-12.972061926037192,-6.353975907633282,-5.121677071629971,-4.9794948720459775,0.0
-4.254773178864253,-24.40273152259731,-9.667029951291639,-11.471216512930821,-6.239390696058791,-5.283887526143737,-4.925209486092188,1.0
-3.7827862437729474,-23.49397970055046,-9.371411404543505,-11.88879550735089,-6.110556449797557,-5.34506065716613,-4.997419280899769,1.0
-3.16951628030699,-22.346890248485334,-8.298618175839414,-11.33007670296953,-6.2641491039938115,-5.342380260252209,-4.948048190626925,
-3.1140628390950793,-22.956198428025743,-10.619852872693805,-12.229870429834122,-6.47938951452318,-5.578361838083728,-4.884733030925253,0.0
-3.416612602385682,-22.513903153439383,-10.050292145165285,-12.385277210360508,-6.46596807993535,-5.021939810147606,-4.889931107790292,0.0
-3.170148206209615,-22.825937861803396,-9.391456203836064,-11.570745482564089,-6.33964372839863,-5.068350975988276,-4.94321735952183,1.0
-3.9284138183801103,-23.579034950321066,-11.161324967434027,-11.569668867805236,-6.22716870662209,-5.064868282505859,-4.996022899761275,0.0
-3.5932234753495083,-22.846279060655903,-9.682205632937887,-13.00423723934135,-6.454330855893031,-5.109246509249652,-4.9922928053058655,0.0
-3.3171450877965425,-22.483882309663,-8.880552282744468,-11.676546060264457,-6.355619369664248,-5.414652276545503,-4.93348395828188,0.0
-2.8169463069798506,-23.282593752934144,-11.09938223892682,-12.436180039702801,-6.398855535775486,-5.054851832771052,-4.923470711009683,0.0
-2.9406679390197925,-23.801989239892503,-8.890675255738921,-11.36162392637762,-6.449309719681821,-5.214282869781347,-4.8774495994996,
-3.5229105637956493,-23.00880385482046,-9.963708980564123,-11.752179977031414,-6.374919105696279,-5.206865480285158,-4.888630372357473,0.0
-3.3064488254731583,-22.915282945135118,-9.957675893945774,-12.438408208279116,-6.337415245336175,-5.146207649928173,-4.958900352000317,
-3.3597766195477536,-22.898432735366036,-10.886954261226185,-12.763213506608787,-6.222141837064336,-5.168422667259775,-4.9074895258173274,1.0
-3.074533332609542,-23.615721925987952,-9.892449045283131,-12.802611913847645,-6.458845140784149,-5.014753674082269,-4.9647583963257125,1.0
-3.629184110907703,-23.491337994515682,-9.959867116389834,-12.237721502741051,-6.450381626255754,-4.860037298502348,-4.920777409804496,0.0
-3.095502407183303,-23.122249637464925,-9.275132396031383,-13.08953120682485,-6.35700185861313,-5.2400767978651315,-5.064849569060859,1.0
-3.6525776316903973,-23.903174985740485,-10.301801317407325,-11.592458230867496,-6.435261171904684,-5.227213250199313,-4.955763505011001,
-3.2266628631668226,-23.25802676702798,-8.965837004913455,-12.736747375978466,-6.312318555838177,-5.11715757965994,-5.015629436327519,1.0
-4.061849380973153,-24.21696081546059,-9.433474513103851,-10.967262206609643,-6.22733800619111,-4.942401790684196,-4.938053121466271,0.0
-3.6074513572810742,-23.587359464656814,-10.250025023271489,-13.547659153206679,-6.442572299782419,-4.948240275560858,-4.887709049868488,0.0
-3.25901206861716,-22.986377254204246,-9.69477114884321,-11.771169989870392,-6.409563230643879,-5.455837373304935,-4.925714205204011,
-3.788199104004511,-23.80410276978811,-10.151716641674051,-11.777102939692782,-6.343550573779783,-5.475976294484025,-4.965943436751198,
-3.370496701482383,-22.969935920949705,-9.881771640388203,-11.59065250203433,-6.371158013764378,-5.433849887389448,-4.937898376563251,1.0
-2.9514155218153846,-23.216555497512232,-9.010105152013173,-11.5954811708588,-6.30928094709094,-5.328019386412316,-4.9396515012602125,0.0
-3.4610847952283734,-23.163934212263726,-9.518367373196574,-12.386824185268157,-6.454922144551301,-5.3550942128601795,-4.9323073992368816,1.0
-3.435235132141983,-23.716914698016435,-9.920776445302781,-11.980517010070887,-6.323440275786181,-5.138339951624643,-4.98336946768875,1.0
-3.8611038360885983,-24.226008138413246,-8.558885943773046,-10.42149999728345,-6.385039445067324,-5.039183573792348,-4.994717796796967,0.0
-3.2871218617404536,-24.317284037037187,-9.096114833884032,-11.137441620560526,-6.357177182156325,-4.919166001344104,-4.947700755803644,0.0
-3.438908305783885,-23.221203771481395,-9.397414957019304,-12.029511500743304,-6.470960763203384,-5.17741306383394,-4.9577879533541696,0.0
-3.755854251933946,-23.42139345182058,-9.586079200536847,-12.45720170817619,-6.2390236613016885,-5.178824473399601,-4.926344860609918,0.0
-3.201226403980556,-23.11907873490608,-8.839973850204165,-11.139277314765149,-6.279924887559004,-5.1968560796295495,-4.874622681559371,0.0
-3.4529895036191625,-23.18907454447321,-10.19794756673418,-11.28668304148421,-6.4398252525283395,-5.254897451753421,-4.89402439253118,0.0
-3.3823710668458853,-22.546752447992358,-10.285974153041655,-13.32483900125982,-6.325820595835372,-5.133893133842044,-4.923345819941232,0.0
-3.340174862421649,-23.532291126633613,-9.817630242732436,-11.970079764496498,-6.5601324354201385,-5.0360784726768175,-4.956687271830228,0.0
-3.5981040885304987,-23.08014427060844,-9.21332052731531,-13.470786140232676,-6.141047529368435,-5.379441404776678,-4.870709960588207,
-3.8741547416831126,-24.112240140933153,-9.304915716646256,-11.697838163830303,-6.035197396564824,-5.057740976607802,-4.956606388614231,
-3.30515903665415,-24.68003733179509,-8.781196707184737,-11.22854814203953,-6.33920197083881,-5.696266792060697,-4.951816916050242,
-3.7426956118160075,-23.95031490179962,-10.439548915326215,-11.860908773529195,-6.494311284382605,-5.0385432126502945,-4.8914700529916555,
-3.6395406591356583,-23.445881084230326,-9.914969189511183,-12.113004771410122,-6.307180310538583,-5.042113004636802,-4.992004370452625,0.0
-3.626365574048812,-22.829781385272966,-9.221747034129368,-12.976192341561983,-6.372010334618414,-5.026387720912565,-4.902098628132031,0.0
-3.7017990133406347,-23.736020700551524,-10.601665579518178,-11.605594303084295,-6.415212573207268,-4.927394481120625,-4.8886635313547115,1.0
-3.1429864722827716,-24.250314797659293,-8.82418135709665,-11.621329624242398,-6.459098652347278,-5.140435741330365,-4.8235054012640886,0.0
-3.4633121163956635,-22.212128422230236,-9.664037028084763,-12.626957768402553,-6.1811138955789895,-5.3048313236570825,-4.9640525588098265,1.0
-3.062793853927952,-24.84489816109483,-8.876550932587985,-11.676780312734795,-6.574618652858529,-5.191995230174193,-4.792945096426797,1.0
-3.1375030282839282,-23.306908730579064,-9.180825265458122,-12.21103275700005,-6.412220090307255,-5.177332611088601,-4.994234005752264,1.0
-3.308800834519829,-23.015752774262232,-10.208235702886249,-12.530566093656134,-6.262469149335647,-5.036861550855487,-4.959361368298604,1.0
-3.197171557908237,-23.74952884091429,-8.402837480361427,-11.03557786147392,-6.329875015829503,-5.014190450917874,-4.892987178514585,
-3.2680508811386138,-23.233036711882058,-10.702099937166718,-12.718570046495593,-6.439702263866421,-5.350227849747413,-4.917712592501468,0.0
-3.023450278006934,-22.273635835240764,-9.261018877341572,-13.45035138081774,-6.48329412207834,-5.21701140811843,-4.883494085359559,0.0
-3.6473601218132172,-23.76691584687834,-9.921356292516153,-12.552974296835842,-6.4361060295869015,-5.203389269894859,-4.914370461504612,1.0
-3.7131490562954026,-23.767053306210098,-9.512905903322123,-12.358190037483356,-6.488268893938286,-5.286938532775198,-5.030871321360008,0.0
-3.5180039756775523,-23.52491069110871,-9.332396183722969,-12.138681228551972,-6.203925084027745,-5.288367529821723,-4.950773737035573,1.0
-3.252176087059887,-23.369749292144036,-8.89133486393343,-12.332412720908447,-6.331859702460008,-4.879087803305489,-4.971397582446667,0.0
-3.80075203712472,-23.798571104658883,-9.835886500215876,-11.839249047854025,-6.350104609743269,-5.4849464075004795,-4.937966903609957,1.0
-3.6710437091375328,-23.728916207580404,-9.802768685741672,-12.376431728360853,-6.332270446762687,-5.105192883869025,-4.949086554863027,0.0
-3.2693838853215147,-22.29113127663987,-9.066809957376774,-11.76548241490505,-6.353534477901125,-5.181005940581485,-4.966243409654253,1.0
-3.3737379095767395,-23.109807458841004,-9.487117190865161,-12.581066923172445,-6.530361077240243,-5.252630866857494,-4.960725927447059,0.0
-3.811688800418469,-23.8551257510984,-10.278336816753338,-11.830094329903169,-6.470018546702707,-5.046030850524442,-4.878042439672005,1.0
-3.1532359263984415,-23.908145963885193,-9.070062127093834,-9.870729472914851,-6.527742155603986,-5.095503799850418,-5.0021437053182165,0.0
-3.148970318693622,-23.042491319825654,-10.629127356873541,-12.329635998305367,-6.351018776690495,-5.198196849081832,-4.918798470754914,
-3.131139348511267,-24.02727734748221,-9.218411398642063,-10.523658521369422,-6.576861583050328,-5.140611034361983,-4.936068207005023,1.0
-3.3282756176359247,-23.483459004077858,-10.188677731364386,-12.081994026008783,-6.258453955630731,-5.061915477005522,-4.990583629501333,
-2.6130166196038966,-23.65402406650917,-8.97487515874131,-11.43152748145216,-6.394206872338134,-5.321903384280627,-4.927410127198547,0.0
-3.436972646885047,-23.55103663431695,-9.809839690356911,-12.34258589076244,-6.41098768003615,-5.101757958991607,-4.972109774104736,0.0
-3.3001787225131585,-22.73316435229974,-9.91132244651973,-12.803830234944899,-6.402218299887004,-5.241182230160134,-4.953917002402141,1.0
-3.8985346907670393,-23.73403486953603,-9.864024232399373,-12.627153107375507,-6.406417102977394,-5.168024357250967,-4.9047915578398875,0.0
-2.8961669862921453,-22.5328796802484,-8.278477161004918,-11.405562895848925,-6.2168528278432875,-5.227787356921216,-4.988361873795856,0.0
-2.9815464051031606,-22.625498236729996,-9.101049483434625,-11.866236816858176,-6.417516798102939,-5.134513182052422,-4.960923839880839,
-3.4340427931984943,-22.725835213087667,-10.358418011148398,-12.33001040612318,-6.314403988599917,-5.164619579859948,-4.904026875764545,
-3.4704458126920112,-23.64371357532894,-10.259410893545086,-11.736466802936432,-6.291452501433406,-5.348157397279,-4.94675098991064,0.0
-3.93801719566857,-23.41259665446753,-9.513521736694807,-11.959537172453105,-6.205971356257121,-5.346587593223802,-4.963691745564467,1.0
-3.4492402408935536,-23.34882556555168,-10.124938175472716,-11.792452090329357,-6.41047142468141,-5.125765829716449,-4.94788490696804,
-3.506179735788723,-23.745569419484564,-9.750732352247356,-12.478645732556858,-6.4023849477433545,-5.295151044265902,-4.975998157436876,1.0
-3.180234335265766,-23.198284909123476,-10.518266530084487,-12.381648493701976,-6.358863064615758,-5.320738456692977,-4.938033916799036,0.0
-3.7692145575973073,-23.387031180176713,-9.997439555485997,-11.943297950712937,-6.363583281279723,-4.780521716624676,-4.984767953033316,1.0
-3.684379799363647,-23.84759816214715,-10.62853041550833,-11.484882604237294,-6.418963877859966,-5.2664795941569436,-4.961359697121597,1.0
-3.8578160532634027,-23.72548135784935,-10.32578095411047,-11.650708461381532,-6.342468731169623,-4.966281834836999,-4.952408321659583,
-3.723181147277839,-23.16860989351356,-9.228240054323692,-11.896819651035704,-6.255110844255022,-5.496669412062557,-4.968689171416378,0.0
-3.259772604393937,-23.074957238692473,-8.707803516513408,-11.174529464197933,-6.275624449897086,-5.268691697014362,-4.883203083275591,1.0
-3.325339681042456,-21.73680040701861,-9.292105277330895,-11.547535967367667,-6.300562951391442,-5.48265860065792,-5.025287457033345,1.0
-3.373046938296729,-23.232601548657826,-9.411086081781333,-12.566501119494704,-6.301206392926445,-5.429518012648155,-5.0196868347579064,1.0
-3.9646707947930966,-25.095711125374635,-8.983840367802745,-11.173927167177142,-6.483332378722847,-5.354837988781445,-5.001527977344405,0.0
-3.3687028948161686,-23.309839499940164,-9.310812208148409,-11.980967054146737,-6.355888640923863,-5.026185545308336,-5.0217470385571366,1.0
-3.1710817862444225,-23.050828336082525,-9.231217057301363,-12.568778698890222,-6.396136755427166,-5.139162481756133,-4.996587157426505,1.0
-3.5125234374903287,-22.950714411580208,-9.413230064664287,-12.63319465087775,-6.176586180508273,-5.1020193875909365,-4.870075133136525,0.0
-3.1504248682422085,-22.391904811791857,-9.654042458967904,-13.772482676008144,-6.469945585581081,-5.004605644087124,-4.991738726907599,
-3.5102108316182665,-23.42881596088896,-9.638573770824275,-12.741225170236666,-6.240207572378291,-5.209638272029332,-4.906630651401934,
-3.2404851593442263,-23.1097870323694,-10.048723357260258,-12.474833654947417,-6.397683782428148,-5.313617440484671,-4.955915413603175,
-3.6229146659111344,-23.57209232663537,-9.400667326737377,-12.48444105696676,-6.299796413834536,-5.16443622850805,-4.939190373021821,0.0
-3.3080658023242995,-23.411749422271367,-10.011188124934696,-12.631501559526132,-6.39368774119001,-4.715394804021255,-4.995578345904304,1.0
-3.4223551995221038,-23.063003010183195,-10.787548952162027,-12.957872730231083,-6.249578594136613,-5.218629620320978,-4.8852313762682265,0.0
-3.292812427401875,-23.25671825055318,-9.898179638288472,-12.481764969825297,-6.569114119856815,-5.533024417872371,-4.952238276904165,1.0
-3.2105814938253827,-22.72110280002909,-9.348141731917195,-11.701355636833643,-6.3458382438388865,-5.2164676408035575,-4.9446301773055215,
-3.2458998532838965,-23.201967493176266,-9.869001792511748,-11.914048959684559,-6.553147072007453,-4.954268109232223,-4.933984608162915,0.0
-3.583450198781063,-23.22392092963104,-9.463748745360263,-12.001208753936066,-6.330354083331613,-5.328216059722476,-4.912499156000826,1.0
-3.677709082245394,-23.627170736871076,-10.054459892040823,-12.552006852251456,-6.399062082006238,-5.125220381815907,-4.949248699081891,1.0
-3.8935638035403386,-24.497449274562175,-8.43670297837952,-10.999688679930019,-6.32688781073229,-5.316044526883625,-4.9834732398958455,1.0
-2.9225772623182515,-22.716701148129584,-9.279088144777308,-13.59537111186277,-6.326960872563694,-5.195391586001589,-4.93913698683203,1.0
-2.9461380531789514,-22.66889217434133,-9.209030492571765,-11.464447598166943,-6.3442593365132245,-4.98246017228472,-4.949098749030933,1.0
-3.664141025883057,-23.484982074395052,-10.077529981228494,-12.079744481522876,-6.320508498459707,-5.0937802294448495,-4.998852723087514,1.0
-3.629745226919392,-22.857155194247138,-9.625488518399372,-12.326861282170333,-6.319322146520389,-5.304093738303846,-4.908748212152685,0.0
-3.707017821511367,-23.383232265622443,-9.92136809056656,-12.1277897080673,-6.2561429379,-5.1105241867097675,-4.933718168659901,0.0
-3.899937959827569,-23.732596778094663,-10.139470928589601,-12.240085238771007,-6.51577970077595,-5.580731726843108,-4.977563393764943,1.0
-3.5045736833606225,-23.987268637930942,-9.885057997382598,-11.692796460557776,-6.434387657941495,-5.267187516558762,-4.919166954239144,1.0
-2.8607958840543732,-24.14352269569786,-8.417508913013242,-11.896268706110487,-6.264159537552989,-5.019760055956498,-4.859988262795866,1.0
-3.6812180556250516,-23.296311255514826,-9.612323809206705,-12.096179723262532,-6.083361939581693,-5.332174324805911,-4.923213731868207,0.0
-3.8034433025037733,-23.830552598412595,-10.03991609289144,-11.741286522571054,-6.360991198453422,-5.4674997710485815,-4.958716429558513,1.0
-3.796345264378906,-23.646256880416885,-11.349884820324187,-11.42463224209659,-6.246420887660693,-5.189811986695116,-5.0379921865104675,1.0
-3.12406830394658,-23.692397678706264,-9.867321130390966,-12.538279276753359,-6.457276885584853,-5.319018716031064,-5.058035344463249,1.0
-3.3011404171482677,-22.812089051741857,-9.290749533912072,-12.952777258852732,-6.4613620765244155,-5.018933187432545,-4.921541184094872,0.0
-3.158000361049357,-24.24154285012928,-9.11140192242273,-10.944818677956713,-6.563151260331286,-5.191085310528755,-4.883628745231009,0.0
-3.5757145400392583,-23.648036574628136,-10.115381250874675,-12.104320644265746,-6.44905876537683,-5.062501176250692,-4.998232724678889,0.0
-3.3140512902989867,-24.71622732994173,-8.934473644880706,-11.570512229849822,-6.369341790143132,-5.1139971949772045,-4.888645223250837,0.0
-3.253837085960335,-23.471173035976737,-10.028957605198679,-13.037663272191024,-6.397357073898506,-5.223056734622148,-5.01307625725759,
-3.260905234341762,-22.354776399293428,-9.496864420366157,-11.7193680488039,-6.413855672418321,-5.210486761502634,-4.959176643630177,0.0
-2.9596594112523658,-23.00904694592116,-8.400814100200119,-10.655328327683529,-6.154491331292895,-5.22660570809661,-4.943160587916694,0.0
-3.617598867403474,-23.4419785471345,-9.613896653772322,-11.927621311593251,-6.379450795276486,-5.271271067727955,-4.994933353769579,1.0
-3.4548200282734496,-23.080632806917063,-8.372344045098249,-12.69830839119952,-6.3473402248698045,-5.140722404031444,-4.851294303978686,0.0
-3.600500712927679,-23.344318901225286,-9.528917259361126,-11.934012588122073,-6.150504794193519,-5.111415702334886,-4.930003850423519,1.0
-3.5395626641010174,-22.4364694840629,-10.02691465272009,-11.369729494730363,-6.235433770272425,-5.231268776214071,-5.0115928788470825,0.0
-3.5154632254911116,-23.601921459733997,-9.46684574260847,-12.646102882129949,-6.306772755910278,-5.27445198734187,-4.9271180002261366,0.0
